,1,2,3
0,1.0329123735427856,0.8967219591140747,0.9981294274330139
1,-0.008658837527036667,0.04662175104022026,0.03959625959396362
2,0.030076291412115097,0.047946032136678696,0.027580535039305687
3,1.1209211349487305,1.0213241577148438,1.0818215608596802
4,-0.00010940332867903635,0.028047887608408928,0.02216912992298603
5,0.0029335608705878258,0.04474211856722832,0.053660258650779724
6,-0.04536411166191101,-0.018827078863978386,-0.007147770840674639
7,0.047634560614824295,0.04907069355249405,-0.03203399106860161
8,0.006328362040221691,0.024148112162947655,-0.013360277749598026
9,0.004281865898519754,-0.010110047645866871,0.05473501235246658
10,0.8333953619003296,0.9317169785499573,0.7724197506904602
